spot_at_expiry,expected_payoff,n_paths
1.771406603881712556e+02,0.000000000000000000e+00,7.090000000000000000e+02
1.771406603881712840e+02,0.000000000000000000e+00,4.660000000000000000e+02
1.771406603881713124e+02,0.000000000000000000e+00,3.600000000000000000e+02
1.771406603881713409e+02,0.000000000000000000e+00,2.390000000000000000e+02
1.771406603881713693e+02,0.000000000000000000e+00,7.800000000000000000e+01
1.771406603881713977e+02,0.000000000000000000e+00,5.060000000000000000e+02
1.771406603881714261e+02,0.000000000000000000e+00,6.190000000000000000e+02
1.771406603881714545e+02,0.000000000000000000e+00,1.031000000000000000e+03
1.771406603881714830e+02,0.000000000000000000e+00,3.245000000000000000e+03
1.771406603881715114e+02,0.000000000000000000e+00,2.988000000000000000e+03
1.771406603881715398e+02,0.000000000000000000e+00,7.578000000000000000e+03
1.771406603881715682e+02,0.000000000000000000e+00,4.558000000000000000e+03
1.771406603881715967e+02,0.000000000000000000e+00,5.032000000000000000e+03
1.771406603881716251e+02,0.000000000000000000e+00,2.895000000000000000e+03
1.771406603881716535e+02,0.000000000000000000e+00,3.510000000000000000e+02
2.074850411664277203e+02,0.000000000000000000e+00,1.000000000000000000e+00
2.074850411664277772e+02,0.000000000000000000e+00,5.500000000000000000e+01
2.074850411664278056e+02,0.000000000000000000e+00,2.400000000000000000e+02
2.074850411664278340e+02,0.000000000000000000e+00,1.370000000000000000e+02
2.074850411664278624e+02,0.000000000000000000e+00,1.260000000000000000e+02
2.074850411664278909e+02,0.000000000000000000e+00,9.000000000000000000e+01
2.074850411664279193e+02,0.000000000000000000e+00,1.110000000000000000e+02
2.074850411664279477e+02,0.000000000000000000e+00,1.450000000000000000e+02
2.074850411664279761e+02,0.000000000000000000e+00,2.980000000000000000e+02
2.074850411664280045e+02,0.000000000000000000e+00,5.700000000000000000e+02
2.074850411664280330e+02,0.000000000000000000e+00,9.780000000000000000e+02
2.074850411664280898e+02,0.000000000000000000e+00,1.398000000000000000e+03
2.074850411664281467e+02,0.000000000000000000e+00,6.828000000000000000e+03
2.074850411664281751e+02,0.000000000000000000e+00,2.219000000000000000e+03
2.074850411664282035e+02,0.000000000000000000e+00,1.894000000000000000e+03
2.074850411664282319e+02,0.000000000000000000e+00,9.810000000000000000e+02
2.074850411664282603e+02,0.000000000000000000e+00,1.180000000000000000e+02
2.430274461746838028e+02,0.000000000000000000e+00,2.800000000000000000e+01
2.430274461746838313e+02,0.000000000000000000e+00,4.400000000000000000e+01
2.430274461746838597e+02,0.000000000000000000e+00,6.200000000000000000e+01
2.430274461746838881e+02,0.000000000000000000e+00,2.700000000000000000e+01
2.430274461746839165e+02,0.000000000000000000e+00,2.900000000000000000e+01
2.430274461746839449e+02,0.000000000000000000e+00,3.700000000000000000e+01
2.430274461746839734e+02,0.000000000000000000e+00,4.300000000000000000e+01
2.430274461746840018e+02,0.000000000000000000e+00,4.700000000000000000e+01
2.430274461746840302e+02,0.000000000000000000e+00,8.800000000000000000e+01
2.430274461746840586e+02,0.000000000000000000e+00,1.240000000000000000e+02
2.430274461746841155e+02,0.000000000000000000e+00,3.500000000000000000e+02
2.430274461746841723e+02,0.000000000000000000e+00,6.050000000000000000e+02
2.430274461746842292e+02,0.000000000000000000e+00,4.348000000000000000e+03
2.430274461746842576e+02,0.000000000000000000e+00,9.870000000000000000e+02
2.430274461746842860e+02,0.000000000000000000e+00,5.110000000000000000e+02
2.430274461746843144e+02,0.000000000000000000e+00,3.290000000000000000e+02
2.430274461746843429e+02,0.000000000000000000e+00,3.600000000000000000e+01
2.846583024113713236e+02,0.000000000000000000e+00,1.000000000000000000e+00
2.846583024113713805e+02,0.000000000000000000e+00,1.100000000000000000e+01
2.846583024113714373e+02,0.000000000000000000e+00,2.300000000000000000e+01
2.846583024113714941e+02,0.000000000000000000e+00,9.000000000000000000e+00
2.846583024113715510e+02,0.000000000000000000e+00,1.800000000000000000e+01
2.846583024113716078e+02,0.000000000000000000e+00,3.600000000000000000e+01
2.846583024113716647e+02,0.000000000000000000e+00,4.800000000000000000e+01
2.846583024113717215e+02,0.000000000000000000e+00,1.120000000000000000e+02
2.846583024113717784e+02,0.000000000000000000e+00,2.470000000000000000e+02
2.846583024113718352e+02,0.000000000000000000e+00,2.838000000000000000e+03
2.846583024113718920e+02,0.000000000000000000e+00,2.070000000000000000e+02
2.846583024113719489e+02,0.000000000000000000e+00,9.700000000000000000e+01
3.334205679529733857e+02,0.000000000000000000e+00,5.000000000000000000e+00
3.334205679529734994e+02,0.000000000000000000e+00,5.000000000000000000e+00
3.334205679529735562e+02,0.000000000000000000e+00,2.000000000000000000e+00
3.334205679529736130e+02,0.000000000000000000e+00,2.000000000000000000e+00
3.334205679529736699e+02,0.000000000000000000e+00,1.000000000000000000e+00
3.334205679529737267e+02,0.000000000000000000e+00,1.300000000000000000e+01
3.334205679529737836e+02,0.000000000000000000e+00,2.000000000000000000e+01
3.334205679529738404e+02,0.000000000000000000e+00,3.300000000000000000e+01
3.334205679529738973e+02,0.000000000000000000e+00,9.300000000000000000e+01
3.334205679529739541e+02,0.000000000000000000e+00,1.106000000000000000e+03
3.334205679529740110e+02,0.000000000000000000e+00,1.170000000000000000e+02
3.334205679529740678e+02,0.000000000000000000e+00,6.100000000000000000e+01
3.905358606875555552e+02,0.000000000000000000e+00,2.000000000000000000e+00
3.905358606875556688e+02,0.000000000000000000e+00,2.000000000000000000e+00
3.905358606875557825e+02,0.000000000000000000e+00,3.000000000000000000e+00
3.905358606875558394e+02,0.000000000000000000e+00,5.000000000000000000e+00
3.905358606875558962e+02,0.000000000000000000e+00,2.000000000000000000e+00
3.905358606875559531e+02,0.000000000000000000e+00,6.000000000000000000e+00
3.905358606875560099e+02,0.000000000000000000e+00,1.100000000000000000e+01
3.905358606875560668e+02,0.000000000000000000e+00,5.300000000000000000e+01
3.905358606875561236e+02,0.000000000000000000e+00,4.230000000000000000e+02
3.905358606875561804e+02,0.000000000000000000e+00,4.700000000000000000e+01
3.905358606875562373e+02,0.000000000000000000e+00,4.400000000000000000e+01
4.574350629277359417e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.574350629277359985e+02,0.000000000000000000e+00,2.000000000000000000e+00
4.574350629277360554e+02,0.000000000000000000e+00,2.000000000000000000e+00
4.574350629277361122e+02,0.000000000000000000e+00,5.000000000000000000e+00
4.574350629277361691e+02,0.000000000000000000e+00,4.000000000000000000e+00
4.574350629277362259e+02,0.000000000000000000e+00,2.000000000000000000e+01
4.574350629277362827e+02,0.000000000000000000e+00,4.100000000000000000e+01
4.574350629277363396e+02,0.000000000000000000e+00,1.210000000000000000e+02
4.574350629277363964e+02,0.000000000000000000e+00,7.000000000000000000e+00
4.574350629277364533e+02,0.000000000000000000e+00,2.000000000000000000e+01
4.574350629277365101e+02,0.000000000000000000e+00,8.000000000000000000e+00
5.357941686259323433e+02,0.000000000000000000e+00,1.200000000000000000e+01
5.357941686259324570e+02,0.000000000000000000e+00,4.200000000000000000e+01
5.357941686259325706e+02,0.000000000000000000e+00,6.000000000000000000e+00
6.275762712551509139e+02,0.000000000000000000e+00,4.000000000000000000e+00
6.275762712551510276e+02,0.000000000000000000e+00,1.000000000000000000e+01
6.275762712551511413e+02,0.000000000000000000e+00,3.000000000000000000e+00
7.350807442577611255e+02,0.000000000000000000e+00,1.000000000000000000e+00
7.350807442577612392e+02,0.000000000000000000e+00,5.000000000000000000e+00
7.350807442577613529e+02,0.000000000000000000e+00,3.000000000000000000e+00
7.350807442577614665e+02,0.000000000000000000e+00,1.000000000000000000e+00
8.610008461566882261e+02,0.000000000000000000e+00,1.000000000000000000e+00
